Mod:Item:MetaData, Localized Name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:marble:0, Marble
quark:marble:1, Polished Marble
quark:stone_marble_slab:0, Marble Slab
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Limestone
quark:limestone:1, Polished Limestone
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:soul_bead, item.soul_bead.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:ancient_tome, item.ancient_tome.name
quark:soul_powder, item.soul_powder.name
quark:enderdragon_scale, item.enderdragon_scale.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:witch_hat, item.witch_hat.name
catwalks:catwalk, tile.catwalk.name
catwalks:blowtorch, item.blowtorch.name
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Oak Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mushroom
chiselsandbits:block_bit:0, Chiseled Bit - Mushroom
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Honey Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Simmering Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Stringy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Dripping Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Silky Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Parched Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mellow Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks
